 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses (0.0.0.0)
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.1.9:8080 (Press CTRL+C to quit)
192.168.1.11 - - [22/Sep/2022 07:36:49] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:36:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:36:52] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:36:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:36:55] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:36:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:36:58] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:01] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:04] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:07] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:10] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:13] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:16] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:19] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:22] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:25] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:28] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:31] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:34] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:37] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:40] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:42] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:43] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:45] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:46] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:48] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:49] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:51] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:52] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:54] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:55] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:37:57] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:37:58] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:00] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:01] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:03] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:04] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:06] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:07] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:09] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:10] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:12] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:13] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:15] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:16] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:18] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:19] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:21] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:22] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:24] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:25] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:27] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:28] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:30] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:31] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:33] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:34] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:36] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:37] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 07:38:39] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:40] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:43] "GET /api/poll_metrics HTTP/1.1" 200 -
192.168.1.11 - - [22/Sep/2022 07:38:46] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:11] "GET /continue/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0aW1lc3RhbXAiOiIyMDIyLTA5LTIyVDEyOjAxOjA2LjM1OVoiLCJzdWJkb21haW4iOiJyZWFkeS1idXNoZXMtYnVpbGQtNDYtMTM4LTE2My0yMjkiLCJpcCI6Ijk0LjI5LjEyNC4yNTMiLCJpYXQiOjE2NjM4NDgwNjZ9.nWhGHqyS4gIyYDehKwQUx2lxx9zXf1paTgH8RYNkr0I HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2022 15:01:11] "GET /static/index.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2022 15:01:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:28] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:49] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:52] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:55] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:01:58] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:07] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:10] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:13] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:25] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:26] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:28] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:28] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:02:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:03:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:04:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:05:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:52] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:52] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:53] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:06:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:07:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:25] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:33] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:08:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:12] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:15] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:18] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:21] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:24] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:27] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:30] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:34] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:36] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:39] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:42] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:45] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:48] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:51] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:54] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:09:57] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:10:00] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:10:03] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:10:06] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:10:09] "GET /api/poll_metrics HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2022 15:10:12] "GET /api/poll_metrics HTTP/1.1" 200 -
